feature_1,feature_2,correlation,abs_correlation
slope_ema_15m_normalized,macd_histogram_normalized,0.8715762520071654,0.8715762520071654
slope2_ema_15m_normalized,oc_spread,0.8704589319764645,0.8704589319764645
price_normalized,momentum_60m,0.8656649617295936,0.8656649617295936
slope_ema_30m_normalized,macd_normalized,0.8639002115303666,0.8639002115303666
slope_ema_30m_normalized,ema_crossover_5m_60m,0.8639002115303666,0.8639002115303666
ema_30m_normalized,macd_normalized,-0.863900211530352,0.863900211530352
ema_30m_normalized,ema_crossover_5m_60m,-0.863900211530352,0.863900211530352
volatility_15m,volatility_30m,0.8631199891752463,0.8631199891752463
ema_60m_normalized,momentum_60m,-0.8626317879772067,0.8626317879772067
slope_ema_60m_normalized,momentum_60m,0.8626317879771929,0.8626317879771929
ema_30m_normalized,momentum_30m,-0.8595610059349403,0.8595610059349403
slope_ema_30m_normalized,momentum_30m,0.8595610059349307,0.8595610059349307
ema_15m_normalized,momentum_15m,-0.8593282283286756,0.8593282283286756
slope_ema_15m_normalized,momentum_15m,0.8593282283286541,0.8593282283286541
slope2_ema_10m_normalized,oc_spread,0.8516091616290368,0.8516091616290368
volatility_15m,atr_14,0.8494439080586142,0.8494439080586142
rsi_14,bb_position_20,0.8450755678770592,0.8450755678770592
ema_15m_z,ema_60m_z,0.8433029859495877,0.8433029859495877
momentum_30m,macd_signal_normalized,0.8384193380174427,0.8384193380174427
volatility_30m,atr_14,0.8230997068198955,0.8230997068198955
ema_15m_normalized,slope_ema_60m_normalized,-0.809045293968339,0.809045293968339
ema_15m_normalized,ema_60m_normalized,0.8090452939683356,0.8090452939683356
ema_60m_normalized,slope_ema_15m_normalized,-0.8090452939683236,0.8090452939683236
slope_ema_15m_normalized,slope_ema_60m_normalized,0.8090452939683166,0.8090452939683166
volatility_60m,atr_14,0.8055386769141211,0.8055386769141211
slope_ema_60m_normalized,momentum_15m,0.8020741352712897,0.8020741352712897
ema_60m_normalized,momentum_15m,-0.8020741352712875,0.8020741352712875
